customerID,future_12_month_revenue_if_retained
7838-LAZFO,1031.75
4464-JCOLN,235.16
2085-JVGAD,230.32
5650-VDUDS,282.54
8095-WANWK,527.94
3030-ZKIWL,223.63
9565-FLVCG,957.07
8755-OGKNA,242.89
2800-VEQXM,954.44
7538-GWHML,873.33
5533-RJFTJ,409.37
3859-CVCET,475.0
0214-JHPFW,862.22
5642-MHDQT,259.98
3088-FVYWK,295.8
3276-HDUEG,936.86
9092-GDZKO,278.03
0823-HSCDJ,576.04
3729-OWRVL,1620.24
2324-AALNO,277.55
0822-GAVAP,452.7
5760-IFJOZ,1435.19
2826-UWHIS,1122.01
1448-PWKYE,1052.73
7501-IWUNG,984.99
4957-TREIR,782.62
7251-LJBQN,1475.3
8040-MNRTF,847.85
1536-HBSWP,632.3
5313-FPXWG,299.65
0067-DKWBL,591.29
0946-FKYTX,412.61
5076-YVXCM,1138.02
8262-COGGB,224.34
6663-JOCQO,1064.51
9620-QJREV,232.69
2276-YDAVZ,983.2
2682-KEVRP,247.12
2480-JZOSN,227.13
0078-XZMHT,1224.11
5896-NPFWW,563.93
9978-HYCIN,1209.41
8338-QIUNR,950.6
1525-LNLOJ,854.9
9450-TRJUU,1134.15
1766-GKNMI,1061.55
6942-LBFDP,213.42
1456-TWCGB,544.78
7133-VBDCG,1087.54
7596-ZYWBB,804.87
8329-UTMVM,1580.01
3014-WJKSM,874.3
3347-YJZZE,1063.59
1029-QFBEN,220.72
7929-DMBCV,1065.58
9661-JALZV,310.34
5433-KYGHE,1182.73
4312-KFRXN,327.45
5575-TPIZQ,1243.5
0114-IGABW,828.67
9944-AEXBM,1118.37
1853-ARAAQ,605.08
6952-OMNWB,1069.52
4697-LUPSU,240.6
8434-VGEQQ,242.73
4952-YSOGZ,1018.05
1589-AGTLK,564.2
5244-IRFIH,1235.18
6549-YMFAW,235.22
4950-HKQTE,329.48
6786-OBWQR,1044.71
2684-EIWEO,1179.49
2753-JMMCV,1008.74
6439-GTPCA,1164.67
6621-YOBKI,216.23
1216-JWVUX,998.45
7564-GHCVB,1083.17
1173-NOEYG,1228.46
7595-EHCDL,633.98
6647-ZEDXT,1552.69
2521-NPUZR,1618.78
1307-TVUFB,1114.01
7503-MIOGA,1362.12
4381-MHQDC,826.71
6923-JHPMP,975.54
5138-WVKYJ,1236.81
4018-PPNDW,311.69
1635-FJFCC,542.06
2499-AJYUA,1599.27
6919-ELBGL,1772.48
3966-HRMZA,917.19
6425-JWTDV,234.01
8405-IGQFX,1196.86
8224-IVVPA,675.21
9477-LGWQI,1057.12
1410-RSCMR,846.99
3115-CZMZD,261.97
0139-IVFJG,1114.91
6683-VLCTZ,1445.31
5730-DBDSI,260.73
0030-FNXPP,223.81
2189-WWOEW,1065.49
5684-FJVYR,1428.6
4013-GUXND,225.69
1894-IGFSG,1163.74
7379-POKDZ,1007.16
1266-NZYUI,959.89
7969-FFOWG,271.8
4718-DHSMV,414.33
5175-WLYXL,1020.11
7817-OMJNA,265.81
8728-SKJLR,950.76
3137-NYQQI,926.45
7706-DZNKK,236.55
0236-HFWSV,1175.79
3900-AQPHZ,229.35
5842-POCOP,1207.69
2037-XJFUP,1344.18
8823-RLPWL,1527.13
9505-SQFSW,465.83
7314-OXENN,1028.58
3758-CKOQL,1554.52
0322-CHQRU,560.86
5676-CFLYY,1046.77
7521-AFHAB,501.51
0285-INHLN,696.54
4678-DVQEO,658.17
5125-CNDSP,574.81
0691-IFBQW,1609.33
4992-LTJNE,814.85
2202-OUTMO,792.68
0810-BDHAW,1024.14
0229-LFJAF,921.47
7131-ZQZNK,882.08
3442-ZHHCC,1049.11
5726-CVNYA,247.25
9871-ELEYA,887.14
4257-GAESD,510.61
5173-WXOQV,826.86
2040-OBMLJ,1131.77
6286-ZHAOK,301.2
3807-XHCJH,223.76
3009-JWMPU,1358.09
5671-RQRLP,1162.93
1450-GALXR,1243.12
8859-AXJZP,299.89
3174-AKMAS,861.3
3138-BKYAV,1060.46
9926-PJHDQ,1048.59
7382-DFJTU,696.82
2798-NYLMZ,1618.61
4289-DTDKW,1395.28
1820-TQVEV,843.83
2239-JALAW,1433.65
4853-RULSV,1553.87
8098-TDCBU,339.54
3551-GAEGL,402.43
4785-NKHCX,235.56
3196-NVXLZ,1014.98
6275-YDUVO,1109.43
0036-IHMOT,1548.5
0115-TFERT,1476.02
4178-EGMON,1415.99
4220-TINQT,1410.59
5318-YKDPV,1186.86
7975-TZMLR,1564.25
0295-QVKPB,768.24
4335-BSMJS,325.82
2311-QYMUQ,1243.52
3643-AHCFP,1310.09
9146-JRIOX,283.66
3104-OWCGK,1247.99
5337-IIWKZ,552.05
9101-BWFSS,1476.52
9650-VBUOG,299.7
3487-EARAT,969.29
2672-TGEFF,1106.67
9231-ZJYAM,999.72
4250-WAROZ,1284.54
8184-WMOFI,1059.58
6982-SSHFK,506.0
6092-QZVPP,1058.21
4625-LAMOB,253.08
0727-BMPLR,1398.16
0392-BZIUW,1625.68
1038-ZAGBI,219.23
6549-NNDYT,392.52
3027-ZTDHO,1151.3
0422-OHQHQ,252.04
6916-HIJSE,1241.93
2316-ESMLS,487.72
9778-OGKQZ,1285.07
7408-OFWXJ,1261.25
6007-TCTST,1713.95
2252-NKNSI,1194.44
8713-IGZSO,268.78
7905-TVXTA,850.82
7695-PKLCZ,283.59
2382-BCKQJ,1363.67
8374-UULRV,1189.87
2207-NHRJK,623.72
3224-DFQNQ,1262.01
5275-PMFUT,964.53
4795-UXVCJ,239.41
9777-IQHWP,1292.87
0947-MUGVO,1028.36
9944-HKVVB,1316.3
4124-MMETB,1189.08
3671-SHRSP,1023.92
0979-MOZQI,559.55
2732-ISEZX,232.86
3313-QKNKB,1238.57
0323-XWWTN,357.04
1937-OTUKY,1486.92
1573-LGXBA,1312.71
1764-VUUMT,239.91
5073-WXOYN,617.04
4713-ZBURT,1418.97
3050-GBUSH,454.89
0207-MDKNV,1380.45
7876-AEHIG,837.68
7945-HLKEA,891.03
9342-VNIMQ,708.66
9851-KIELU,1638.67
3523-BRGUW,224.89
3908-BLSYF,1039.52
3199-NPKCN,1707.0
5170-PTRKA,509.86
4661-NJEUX,244.68
2123-AGEEN,1102.59
1258-YMZNM,1506.2
0048-LUMLS,1277.7
7549-MYGPK,1444.96
5898-IGSLP,1253.48
3804-RVTGV,1421.43
6259-WJQLC,1107.11
9227-LUNBG,312.33
7997-EASSD,1241.11
0730-KOAVE,1287.0
8975-SKGRX,1758.83
0678-RLHVP,1561.23
4315-MURBD,1385.69
2267-FPIMA,1232.83
1051-GEJLJ,221.87
9734-YWGEX,1223.93
2719-BDAQO,1242.4
5285-MVEHD,1606.22
0379-DJQHR,1161.71
0781-LKXBR,1279.39
5543-QDCRY,630.53
0297-RBCSG,888.64
4694-PHWFW,230.07
0835-JKADZ,1846.45
1907-UBQFC,911.01
7508-SMHXL,1166.08
3865-YIOTT,1535.78
5993-BQHEA,253.75
6024-RUGGH,323.94
6513-EECDB,947.18
3956-CJUST,1027.02
4079-WWQQQ,954.59
6103-BOCOU,1022.53
5149-TGWDZ,1465.25
7471-WNSUF,313.73
8942-DBMHZ,216.74
4301-VVZKA,983.68
9199-PWQVC,1038.46
4824-GUCBY,1144.54
5393-HJZSM,897.64
7074-IEVOJ,980.26
9625-QSTYE,1071.54
0862-PRCBS,1675.53
8812-ZRHFP,1172.54
5146-CBVOE,946.28
0454-OKRCT,1282.25
5787-KXGIY,231.23
4750-ZRXIU,956.36
4198-VFOEA,449.97
6630-UJZMY,1030.8
5709-LVOEQ,1032.57
6400-BWQKW,1060.35
2692-AQCPF,1563.57
0347-UBKUZ,220.46
0835-DUUIQ,235.84
0811-GSDTP,385.13
7567-ECMCM,1068.5
6115-ZTBFQ,940.36
6353-BRMMA,1548.27
6680-WKXRZ,894.38
6231-WFGFH,211.56
9904-EHEVJ,1142.94
7028-DVOIQ,1280.76
6169-PPETC,260.2
4208-UFFGW,532.68
8584-KMVXD,977.08
8467-WYNSR,657.76
0851-DFJKB,804.89
5382-SOYZL,1227.43
9448-REEVD,566.14
3261-CQXOL,334.35
8388-FYNPZ,710.2
4002-BQWPQ,1070.7
5651-YLPRD,1140.83
2826-DXLQO,376.32
4378-BZYFP,261.69
9489-UTFKA,752.44
4849-PYRLQ,1094.33
9117-SHLZX,545.72
9889-TMAHG,1420.79
4541-RMRLG,207.79
7764-BDPEE,253.91
3429-IFLEM,1113.78
3158-MOERK,1132.05
7294-TMAOP,1157.42
5002-GCQFH,1234.33
0556-FJEGU,1033.26
8919-FYFQZ,359.36
0604-THJFP,1050.37
2834-JRTUA,1494.72
5875-YPQFJ,867.71
5879-SESNB,839.91
6646-QVXLR,1339.02
6461-PPAXN,762.68
3318-ISQFQ,231.03
1106-HRLKZ,251.01
2483-XSSMZ,596.94
8603-IJWDN,1097.27
8165-ZJRNM,306.7
9369-XFEHK,984.08
2604-XVDAM,564.88
3717-OFRTN,230.33
9046-JBFWA,215.9
3280-NMUVX,234.93
1206-EHBDD,1215.21
8361-LBRDI,282.4
4883-KCPZJ,312.72
9108-EQPNQ,309.81
7277-KAMWT,238.24
3842-IYKUE,1111.75
6641-XRPSU,988.74
1374-DMZUI,1236.06
2545-LXYVJ,259.73
3234-VKACU,884.75
8357-EQXFO,1295.75
1989-PRJHP,1023.72
8120-JDCAM,885.97
8917-FAEMR,240.87
7047-YXDMZ,235.96
2858-EIMXH,1369.89
9524-EGPJC,1244.36
6993-OHLXR,903.53
8818-XYFCQ,1385.03
6419-ZTTLE,241.73
0929-HYQEW,654.01
6614-YOLAC,854.57
7426-RHZGU,1371.28
4065-JJAVA,573.3
4695-VADHF,764.22
3863-IUBJR,682.41
7649-SIJJF,1118.06
9361-YNQWJ,293.55
3748-FVMZZ,482.17
9391-TTOYH,227.01
1452-XRSJV,654.01
3422-WJOYD,705.88
8242-SOQUO,1074.45
7460-ITWWP,1235.38
7147-AYBAA,990.49
7868-TMWMZ,1717.12
4822-RVYBB,1280.13
6732-FZUGP,1325.13
8436-BJUMM,1118.7
4184-TJFAN,1107.12
8329-GWVPJ,919.1
